customer_id,application_date,gender,unsatisfied_ccjs,age_oldest_active_account,cc_value_3m,worst_paystatus_24m,defaults,months_since_default,search_payday,deceased
39,30/07/2018,F,0.0,94.0,,D,1.0,21.0,1.0,0.0
40,30/07/2018,F,0.0,116.0,105.0,U,0.0,,0.0,0.0
41,01/08/2018,M,0.0,121.0,,0,1.0,45.0,0.0,0.0
42,05/11/2018,F,0.0,100.0,,U,1.0,42.0,0.0,0.0
43,04/12/2018,M,0.0,57.0,,D,5.0,13.0,0.0,0.0
44,04/12/2018,F,1.0,153.0,,2,3.0,30.0,0.0,0.0
45,05/12/2018,M,0.0,55.0,497.0,D,3.0,21.0,0.0,0.0
46,05/11/2018,F,0.0,364.0,,D,0.0,,0.0,0.0
47,05/11/2018,F,0.0,180.0,,0,0.0,,0.0,0.0
48,06/11/2018,F,0.0,125.0,,0,2.0,38.0,0.0,0.0
49,06/11/2018,M,0.0,181.0,,3,4.0,25.0,3.0,0.0
50,06/11/2018,M,0.0,97.0,,D,4.0,16.0,0.0,0.0
51,06/11/2018,M,1.0,68.0,,U,0.0,,0.0,0.0
52,07/11/2018,M,0.0,55.0,,0,1.0,46.0,1.0,0.0
53,12/01/2019,F,2.0,247.0,,U,1.0,66.0,0.0,0.0
54,13/01/2019,M,0.0,196.0,,U,1.0,67.0,0.0,0.0
55,13/01/2019,M,0.0,276.0,,D,2.0,12.0,0.0,0.0
56,13/01/2019,M,0.0,283.0,,D,1.0,4.0,0.0,0.0
57,14/01/2019,F,5.0,303.0,458.0,D,12.0,24.0,0.0,0.0
58,15/01/2019,M,1.0,215.0,,D,11.0,21.0,4.0,0.0
59,15/01/2019,M,1.0,47.0,,D,2.0,33.0,0.0,0.0
60,26/03/2019,M,2.0,127.0,,D,0.0,,0.0,0.0
61,27/03/2019,F,0.0,103.0,,1,3.0,46.0,0.0,0.0
62,28/03/2019,F,2.0,113.0,,0,4.0,37.0,0.0,0.0
63,25/07/2019,M,0.0,158.0,,D,1.0,1.0,0.0,0.0
64,12/06/2017,M,0.0,84.0,,D,0.0,,0.0,0.0
65,17/06/2017,M,0.0,101.0,,1,1.0,64.0,0.0,0.0
66,24/06/2017,M,0.0,101.0,,1,0.0,,0.0,0.0
67,04/07/2017,M,0.0,107.0,0.0,3,0.0,,0.0,0.0
68,10/07/2017,M,0.0,33.0,,U,0.0,,0.0,0.0
69,12/07/2017,F,0.0,92.0,41.0,0,3.0,44.0,0.0,0.0
70,21/07/2017,F,0.0,102.0,,D,1.0,16.0,0.0,0.0
71,21/02/2018,F,1.0,157.0,,U,1.0,63.0,0.0,0.0
72,23/02/2018,M,0.0,252.0,399.0,1,0.0,,0.0,0.0
73,28/02/2018,F,0.0,43.0,,U,0.0,,0.0,0.0
74,05/03/2018,M,1.0,265.0,,D,4.0,19.0,0.0,0.0
75,06/03/2018,F,0.0,287.0,455.0,U,0.0,,0.0,0.0
76,07/03/2018,M,0.0,167.0,,1,0.0,,0.0,0.0
77,24/07/2018,M,0.0,186.0,,1,2.0,42.0,0.0,0.0
78,25/07/2018,F,1.0,320.0,,U,2.0,50.0,1.0,0.0
79,26/07/2018,M,0.0,155.0,,3,2.0,27.0,0.0,0.0
80,27/07/2018,F,1.0,176.0,,4,0.0,,0.0,0.0
81,31/07/2018,M,2.0,69.0,,2,2.0,58.0,1.0,0.0
82,04/11/2018,F,0.0,99.0,,U,1.0,44.0,0.0,0.0
83,05/12/2018,M,0.0,123.0,,0,7.0,51.0,0.0,0.0
84,06/11/2018,M,0.0,199.0,,U,0.0,,0.0,0.0
85,07/11/2018,F,1.0,138.0,,D,2.0,17.0,0.0,0.0
86,07/11/2018,M,0.0,213.0,,0,4.0,54.0,0.0,0.0
87,15/01/2019,F,0.0,135.0,,1,3.0,34.0,0.0,0.0
88,11/03/2019,M,2.0,197.0,,1,2.0,51.0,0.0,0.0
89,19/06/2017,M,0.0,13.0,,U,0.0,,0.0,0.0
90,06/07/2017,F,0.0,78.0,,U,0.0,,0.0,0.0
91,13/07/2017,F,0.0,150.0,,D,5.0,7.0,1.0,0.0
92,19/07/2017,F,0.0,129.0,330.0,2,0.0,,0.0,0.0
93,20/07/2017,M,3.0,61.0,,0,0.0,,0.0,0.0
94,21/07/2017,M,0.0,132.0,500.0,D,1.0,41.0,0.0,0.0
95,24/07/2017,M,0.0,114.0,1590.0,1,0.0,,0.0,0.0
96,19/02/2018,M,1.0,26.0,444.0,D,5.0,17.0,0.0,0.0
97,20/02/2018,F,1.0,74.0,,2,0.0,,0.0,0.0
98,21/02/2018,F,0.0,74.0,,D,1.0,6.0,0.0,0.0
99,23/02/2018,F,0.0,175.0,,U,6.0,38.0,0.0,0.0
100,26/02/2018,F,0.0,44.0,,D,1.0,13.0,0.0,0.0
101,28/02/2018,F,1.0,122.0,,D,2.0,41.0,0.0,0.0
102,02/03/2018,F,0.0,69.0,,D,4.0,0.0,2.0,0.0
103,02/03/2018,M,1.0,22.0,,D,1.0,19.0,8.0,0.0
104,02/03/2018,F,0.0,8.0,,U,0.0,,0.0,0.0
105,04/03/2018,F,0.0,63.0,,2,9.0,28.0,0.0,0.0
106,07/03/2018,F,0.0,80.0,,1,0.0,,0.0,0.0
107,24/07/2018,M,0.0,230.0,0.0,D,3.0,32.0,0.0,0.0
108,25/07/2018,M,1.0,107.0,0.0,1,5.0,35.0,1.0,0.0
109,25/07/2018,M,1.0,149.0,,D,8.0,21.0,0.0,0.0
110,25/07/2018,M,0.0,118.0,,U,0.0,,0.0,0.0
111,29/07/2018,F,0.0,54.0,,1,0.0,,0.0,0.0
112,30/07/2018,F,0.0,48.0,,D,3.0,4.0,0.0,0.0
113,30/07/2018,M,0.0,126.0,,U,4.0,44.0,1.0,0.0
114,30/07/2018,M,0.0,96.0,,D,2.0,20.0,0.0,0.0
115,30/07/2018,M,0.0,17.0,,0,0.0,,0.0,0.0
116,31/07/2018,F,0.0,86.0,,U,3.0,26.0,0.0,0.0
117,05/11/2018,M,1.0,73.0,,D,19.0,0.0,0.0,0.0
118,04/12/2018,M,2.0,130.0,78.0,1,0.0,,0.0,0.0
119,05/12/2018,M,0.0,55.0,,1,0.0,,0.0,0.0
120,05/12/2018,F,0.0,88.0,,U,0.0,,0.0,0.0
121,05/11/2018,F,0.0,67.0,,U,3.0,34.0,0.0,0.0
122,05/11/2018,M,0.0,147.0,950.0,U,1.0,52.0,0.0,0.0
123,05/11/2018,F,0.0,51.0,,U,0.0,,0.0,0.0
124,06/11/2018,M,1.0,166.0,,D,7.0,12.0,0.0,0.0
125,06/11/2018,F,0.0,75.0,94.0,2,0.0,,0.0,0.0
126,06/11/2018,F,0.0,,,,0.0,,0.0,0.0
127,06/11/2018,F,0.0,22.0,,U,0.0,,0.0,0.0
128,12/01/2019,M,0.0,348.0,,0,0.0,,0.0,0.0
129,13/01/2019,F,0.0,78.0,,0,0.0,,0.0,0.0
130,13/01/2019,F,0.0,52.0,,D,0.0,,0.0,0.0
131,13/01/2019,M,0.0,77.0,,0,0.0,,0.0,0.0
132,13/01/2019,F,0.0,113.0,,1,0.0,,0.0,0.0
133,14/01/2019,M,1.0,62.0,,D,3.0,54.0,0.0,0.0
134,15/01/2019,F,0.0,208.0,,1,3.0,29.0,0.0,0.0
135,15/01/2019,M,0.0,74.0,,D,3.0,27.0,0.0,0.0
136,15/01/2019,F,2.0,82.0,,1,5.0,49.0,0.0,0.0
137,27/03/2019,F,0.0,194.0,,U,2.0,64.0,0.0,0.0
138,04/05/2017,M,0.0,181.0,,D,1.0,63.0,0.0,0.0
139,16/05/2017,M,1.0,89.0,,U,0.0,,0.0,0.0
140,22/05/2017,M,0.0,92.0,,1,0.0,,4.0,0.0
141,05/06/2017,M,0.0,48.0,,U,0.0,,0.0,0.0
142,12/06/2017,M,0.0,130.0,959.0,1,0.0,,0.0,0.0
143,23/06/2017,F,0.0,65.0,,4,1.0,29.0,0.0,0.0
144,28/06/2017,M,2.0,218.0,,4,2.0,40.0,0.0,0.0
145,06/07/2017,M,0.0,249.0,,4,1.0,53.0,0.0,0.0
146,08/07/2017,F,3.0,151.0,,0,5.0,32.0,0.0,0.0
147,11/07/2017,M,0.0,91.0,,U,0.0,,0.0,0.0
148,23/07/2017,F,0.0,103.0,,D,1.0,13.0,0.0,0.0
149,23/02/2018,F,0.0,223.0,,0,0.0,,0.0,0.0
150,27/02/2018,F,0.0,94.0,,3,0.0,,0.0,0.0
151,24/07/2018,F,0.0,90.0,,U,0.0,,1.0,0.0
152,25/07/2018,F,0.0,153.0,185.0,U,8.0,29.0,0.0,0.0
153,30/07/2018,M,0.0,124.0,,D,1.0,1.0,0.0,0.0
154,04/11/2018,M,0.0,94.0,,D,2.0,21.0,0.0,0.0
155,05/11/2018,M,0.0,128.0,,4,0.0,,0.0,0.0
156,04/12/2018,F,1.0,111.0,,U,0.0,,0.0,0.0
157,07/11/2018,M,0.0,54.0,,D,5.0,26.0,0.0,0.0
158,12/01/2019,F,0.0,71.0,,1,0.0,,0.0,0.0
159,13/01/2019,,0.0,170.0,,U,0.0,,0.0,0.0
160,14/01/2019,F,0.0,116.0,,4,0.0,,0.0,0.0
161,15/01/2019,F,0.0,220.0,,0,0.0,,0.0,0.0
162,15/01/2019,M,1.0,113.0,,0,1.0,43.0,0.0,0.0
163,28/03/2019,F,0.0,90.0,,U,0.0,,1.0,0.0
164,28/03/2019,F,0.0,67.0,,3,0.0,,0.0,0.0
165,29/03/2019,M,3.0,64.0,,D,5.0,50.0,0.0,0.0
166,11/03/2019,F,3.0,95.0,,D,5.0,4.0,0.0,0.0
167,25/05/2017,M,0.0,140.0,,U,0.0,,0.0,0.0
168,28/05/2017,M,0.0,43.0,,,1.0,26.0,0.0,0.0
169,26/06/2017,F,0.0,47.0,,1,0.0,,0.0,0.0
170,29/06/2017,F,0.0,120.0,,D,1.0,15.0,0.0,0.0
171,06/07/2017,F,0.0,,,,0.0,,0.0,0.0
172,06/07/2017,F,2.0,88.0,,D,7.0,20.0,0.0,0.0
173,11/07/2017,F,2.0,121.0,,0,3.0,37.0,0.0,0.0
174,13/07/2017,F,0.0,98.0,,U,5.0,44.0,0.0,0.0
175,19/07/2017,M,0.0,62.0,,0,4.0,33.0,0.0,0.0
176,21/07/2017,M,0.0,122.0,,D,4.0,59.0,0.0,0.0
177,24/07/2017,M,0.0,24.0,,D,1.0,4.0,0.0,0.0
178,23/02/2018,M,3.0,132.0,,0,1.0,55.0,0.0,0.0
179,23/02/2018,M,0.0,19.0,,U,0.0,,0.0,0.0
180,27/02/2018,F,0.0,78.0,,2,0.0,,0.0,0.0
181,27/02/2018,F,1.0,109.0,211.0,D,3.0,15.0,2.0,0.0
182,27/02/2018,F,0.0,107.0,,0,0.0,,0.0,0.0
183,28/02/2018,M,0.0,69.0,,D,2.0,12.0,0.0,0.0
184,28/02/2018,F,0.0,118.0,625.0,1,2.0,62.0,0.0,0.0
185,01/03/2018,F,1.0,86.0,0.0,0,1.0,31.0,0.0,0.0
186,05/03/2018,F,0.0,18.0,,U,0.0,,0.0,0.0
187,05/03/2018,F,0.0,44.0,,4,1.0,33.0,0.0,0.0
188,06/03/2018,M,0.0,134.0,,D,5.0,18.0,0.0,0.0
189,07/03/2018,F,1.0,50.0,,0,1.0,43.0,0.0,0.0
190,24/07/2018,M,0.0,77.0,,D,5.0,19.0,0.0,0.0
191,24/07/2018,M,0.0,292.0,,U,0.0,,0.0,0.0
192,24/07/2018,M,0.0,162.0,,D,0.0,,0.0,0.0
193,24/07/2018,M,2.0,108.0,,D,5.0,14.0,0.0,0.0
194,25/07/2018,M,1.0,212.0,,0,1.0,36.0,0.0,0.0
195,25/07/2018,F,0.0,141.0,,D,1.0,10.0,0.0,0.0
196,26/07/2018,F,1.0,143.0,,U,1.0,64.0,0.0,0.0
197,27/07/2018,F,0.0,86.0,,U,0.0,,0.0,0.0
198,28/07/2018,F,1.0,153.0,,D,3.0,20.0,0.0,0.0
199,28/07/2018,F,0.0,10.0,,0,0.0,,0.0,0.0
200,29/07/2018,F,0.0,111.0,,3,1.0,50.0,0.0,0.0
201,30/07/2018,M,0.0,29.0,,0,0.0,,0.0,0.0
202,31/07/2018,M,0.0,91.0,900.0,2,0.0,,0.0,0.0
203,01/08/2018,M,0.0,57.0,,1,0.0,,0.0,0.0
204,03/11/2018,M,0.0,205.0,,2,0.0,,0.0,0.0
205,04/11/2018,M,0.0,53.0,,D,5.0,21.0,0.0,0.0
206,04/12/2018,M,1.0,82.0,,D,6.0,8.0,4.0,0.0
207,06/11/2018,M,1.0,143.0,,2,0.0,,0.0,0.0
208,13/01/2019,M,0.0,36.0,,1,0.0,,0.0,0.0
209,14/01/2019,M,0.0,86.0,,D,6.0,0.0,0.0,0.0
210,15/01/2019,F,1.0,62.0,,D,5.0,12.0,0.0,0.0
211,15/01/2019,M,0.0,17.0,198.0,U,0.0,,1.0,0.0
212,26/03/2019,M,0.0,130.0,,D,4.0,11.0,0.0,0.0
213,27/03/2019,M,0.0,38.0,,1,0.0,,0.0,0.0
214,27/03/2019,F,0.0,252.0,,1,2.0,43.0,0.0,0.0
215,28/03/2019,M,0.0,125.0,,0,6.0,29.0,0.0,0.0
216,08/03/2019,M,0.0,152.0,,0,1.0,68.0,0.0,0.0
217,09/03/2019,F,0.0,120.0,,D,1.0,38.0,0.0,0.0
218,10/03/2019,M,1.0,106.0,,3,2.0,36.0,0.0,0.0
219,25/07/2019,M,0.0,105.0,,D,2.0,15.0,0.0,0.0
220,11/05/2017,M,0.0,97.0,,D,5.0,23.0,0.0,0.0
221,18/06/2017,M,1.0,171.0,,D,2.0,58.0,0.0,0.0
222,26/06/2017,M,0.0,71.0,,1,0.0,,0.0,0.0
223,17/07/2017,M,0.0,256.0,,1,3.0,31.0,0.0,0.0
224,22/07/2017,M,0.0,109.0,,1,1.0,52.0,0.0,0.0
225,25/07/2017,F,0.0,97.0,,U,0.0,,0.0,0.0
226,24/02/2018,F,0.0,225.0,,D,3.0,54.0,0.0,0.0
227,26/02/2018,F,0.0,199.0,,D,5.0,28.0,1.0,0.0
228,06/03/2018,M,2.0,137.0,,0,0.0,,0.0,0.0
229,24/07/2018,F,0.0,282.0,,D,1.0,43.0,0.0,0.0
230,26/07/2018,M,0.0,123.0,,0,3.0,67.0,0.0,0.0
231,27/07/2018,M,0.0,82.0,,D,2.0,14.0,0.0,0.0
232,30/07/2018,F,2.0,196.0,,U,1.0,56.0,0.0,0.0
233,05/11/2018,M,0.0,233.0,,U,2.0,47.0,0.0,0.0
234,05/11/2018,M,0.0,110.0,,D,0.0,,0.0,0.0
235,12/01/2019,F,2.0,132.0,,U,0.0,,0.0,0.0
236,15/01/2019,F,1.0,84.0,,D,1.0,18.0,0.0,0.0
237,16/01/2019,M,0.0,149.0,,D,1.0,20.0,0.0,0.0
238,27/03/2019,F,1.0,118.0,,0,1.0,40.0,0.0,0.0
239,14/06/2017,F,0.0,46.0,401.0,0,0.0,,0.0,0.0
240,03/07/2017,,0.0,33.0,,U,1.0,35.0,0.0,0.0
241,05/07/2017,M,2.0,76.0,,4,1.0,33.0,0.0,0.0
242,10/07/2017,F,2.0,216.0,,D,8.0,7.0,1.0,0.0
243,10/07/2017,F,1.0,40.0,,D,1.0,3.0,0.0,0.0
244,11/07/2017,M,0.0,101.0,,0,2.0,37.0,0.0,0.0
245,13/07/2017,M,0.0,15.0,,U,0.0,,0.0,0.0
246,13/07/2017,M,0.0,142.0,,1,0.0,,0.0,0.0
247,15/07/2017,M,0.0,225.0,,1,0.0,,0.0,0.0
248,17/07/2017,M,0.0,50.0,,D,3.0,20.0,0.0,0.0
249,21/07/2017,F,0.0,64.0,,D,1.0,15.0,0.0,0.0
250,20/02/2018,M,2.0,114.0,,D,7.0,6.0,0.0,0.0
251,20/02/2018,F,1.0,217.0,,D,5.0,21.0,0.0,0.0
252,20/02/2018,F,0.0,40.0,,U,0.0,,0.0,0.0
253,20/02/2018,M,0.0,126.0,,D,0.0,,0.0,0.0
254,22/02/2018,F,0.0,79.0,,D,4.0,7.0,0.0,0.0
255,23/02/2018,M,1.0,107.0,,1,1.0,64.0,0.0,0.0
256,25/02/2018,M,0.0,134.0,,1,2.0,34.0,0.0,0.0
257,28/02/2018,F,0.0,59.0,,D,5.0,44.0,0.0,0.0
258,05/03/2018,M,2.0,64.0,,4,2.0,36.0,0.0,0.0
259,05/03/2018,F,0.0,131.0,,0,2.0,47.0,0.0,0.0
260,24/07/2018,F,0.0,168.0,,D,4.0,58.0,0.0,0.0
261,24/07/2018,M,0.0,81.0,,U,0.0,,0.0,0.0
262,24/07/2018,F,0.0,171.0,1698.0,2,0.0,,1.0,0.0
263,27/07/2018,M,0.0,180.0,,U,0.0,,0.0,0.0
264,28/07/2018,M,0.0,87.0,,U,0.0,,0.0,0.0
265,30/07/2018,M,0.0,92.0,,2,1.0,25.0,1.0,0.0
266,31/07/2018,F,0.0,50.0,,U,1.0,30.0,0.0,0.0
267,31/07/2018,F,0.0,60.0,,D,3.0,13.0,0.0,0.0
268,04/11/2018,M,0.0,55.0,369.0,0,0.0,,0.0,0.0
269,04/11/2018,M,0.0,188.0,4325.0,U,0.0,,0.0,0.0
270,04/12/2018,M,1.0,146.0,,U,4.0,27.0,0.0,0.0
271,05/12/2018,M,6.0,130.0,,D,3.0,34.0,0.0,0.0
272,06/11/2018,M,0.0,89.0,,D,3.0,25.0,0.0,0.0
273,06/11/2018,F,0.0,225.0,,D,2.0,20.0,0.0,0.0
274,13/01/2019,M,0.0,32.0,,2,0.0,,0.0,0.0
275,14/01/2019,M,1.0,98.0,,D,3.0,2.0,0.0,0.0
276,14/01/2019,F,1.0,59.0,,1,1.0,49.0,0.0,0.0
277,15/01/2019,M,0.0,81.0,,D,3.0,4.0,1.0,0.0
278,15/01/2019,M,0.0,74.0,,D,3.0,49.0,0.0,0.0
279,28/03/2019,M,0.0,274.0,3930.0,U,0.0,,0.0,0.0
280,28/03/2019,F,2.0,252.0,489.0,U,1.0,67.0,0.0,0.0
281,09/03/2019,F,0.0,120.0,,1,1.0,32.0,0.0,0.0
282,09/03/2019,F,1.0,123.0,,U,2.0,40.0,0.0,0.0
283,10/03/2019,M,0.0,161.0,,U,0.0,,0.0,0.0
284,22/05/2017,F,0.0,66.0,,U,0.0,,0.0,0.0
285,26/05/2017,M,0.0,224.0,0.0,1,0.0,,0.0,0.0
286,27/06/2017,M,1.0,114.0,,D,0.0,,0.0,0.0
287,05/07/2017,F,1.0,183.0,,U,2.0,32.0,0.0,0.0
288,11/07/2017,F,0.0,149.0,288.0,0,4.0,69.0,0.0,0.0
289,12/07/2017,F,0.0,209.0,,4,1.0,27.0,0.0,0.0
290,22/02/2018,F,0.0,219.0,,2,1.0,61.0,0.0,0.0
291,23/02/2018,F,0.0,178.0,,U,2.0,68.0,0.0,0.0
292,05/03/2018,F,1.0,178.0,,U,0.0,,0.0,0.0
293,23/07/2018,M,0.0,81.0,379.0,U,1.0,61.0,0.0,0.0
294,31/07/2018,F,0.0,88.0,,U,0.0,,0.0,0.0
295,31/07/2018,M,0.0,140.0,,D,1.0,9.0,0.0,0.0
296,05/11/2018,F,1.0,150.0,,U,4.0,37.0,0.0,0.0
297,05/11/2018,M,0.0,126.0,287.0,U,2.0,63.0,0.0,0.0
298,05/11/2018,M,0.0,101.0,,U,3.0,37.0,2.0,0.0
299,06/11/2018,M,0.0,151.0,,U,0.0,,0.0,0.0
300,14/01/2019,M,1.0,144.0,0.0,3,0.0,,0.0,0.0
301,16/01/2019,M,0.0,84.0,,2,0.0,,0.0,0.0
302,28/03/2019,F,0.0,154.0,,2,1.0,50.0,0.0,0.0
303,29/03/2019,M,0.0,42.0,,D,4.0,18.0,0.0,0.0
304,11/03/2019,M,0.0,118.0,1124.0,1,1.0,52.0,2.0,0.0
305,07/07/2017,M,0.0,38.0,,1,0.0,,0.0,0.0
306,13/07/2017,M,2.0,91.0,,D,3.0,8.0,0.0,0.0
307,16/07/2017,M,0.0,117.0,,D,1.0,1.0,4.0,0.0
308,18/07/2017,F,0.0,65.0,,D,4.0,9.0,0.0,0.0
309,18/07/2017,M,1.0,98.0,,0,0.0,,0.0,0.0
310,18/07/2017,F,0.0,118.0,,0,1.0,51.0,0.0,0.0
311,25/07/2017,F,0.0,186.0,,3,1.0,59.0,0.0,0.0
312,20/02/2018,F,3.0,128.0,,D,8.0,49.0,0.0,0.0
313,21/02/2018,F,1.0,135.0,,1,4.0,39.0,0.0,0.0
314,22/02/2018,M,1.0,103.0,0.0,2,14.0,26.0,1.0,0.0
315,27/02/2018,M,0.0,155.0,,U,1.0,35.0,0.0,0.0
316,03/03/2018,F,0.0,207.0,,D,6.0,23.0,0.0,0.0
317,04/03/2018,F,0.0,117.0,1907.0,D,1.0,16.0,0.0,0.0
318,05/03/2018,M,0.0,6.0,,0,0.0,,0.0,0.0
319,05/03/2018,M,0.0,120.0,,D,2.0,3.0,0.0,0.0
320,24/07/2018,F,0.0,59.0,,U,0.0,,0.0,0.0
321,25/07/2018,M,1.0,88.0,,D,10.0,10.0,0.0,0.0
322,25/07/2018,F,0.0,94.0,,U,9.0,48.0,1.0,0.0
323,26/07/2018,F,1.0,68.0,,D,5.0,29.0,0.0,0.0
324,27/07/2018,F,0.0,17.0,,U,0.0,,0.0,0.0
325,30/07/2018,F,1.0,101.0,775.0,U,2.0,41.0,0.0,0.0
326,31/07/2018,M,0.0,41.0,,1,0.0,,0.0,0.0
327,01/08/2018,F,0.0,65.0,,4,3.0,41.0,1.0,0.0
328,03/11/2018,M,0.0,42.0,,U,0.0,,0.0,0.0
329,04/11/2018,F,0.0,82.0,,2,3.0,45.0,0.0,0.0
330,05/11/2018,M,0.0,82.0,,D,9.0,9.0,0.0,0.0
331,05/12/2018,F,0.0,197.0,,2,10.0,35.0,2.0,0.0
332,05/12/2018,F,0.0,219.0,,U,14.0,29.0,0.0,0.0
333,05/12/2018,F,0.0,136.0,,2,1.0,66.0,0.0,0.0
334,05/11/2018,F,0.0,111.0,,1,0.0,,0.0,0.0
335,06/11/2018,M,2.0,205.0,,D,1.0,61.0,0.0,0.0
336,06/11/2018,M,0.0,37.0,,U,0.0,,0.0,0.0
337,06/11/2018,M,0.0,44.0,330.0,D,2.0,22.0,1.0,0.0
338,06/11/2018,M,0.0,130.0,,U,0.0,,0.0,0.0
339,06/11/2018,F,0.0,180.0,,U,1.0,58.0,0.0,0.0
340,07/11/2018,F,0.0,243.0,,U,0.0,,0.0,0.0
341,07/11/2018,M,0.0,260.0,,D,1.0,1.0,0.0,0.0
342,12/01/2019,M,1.0,75.0,,D,8.0,22.0,0.0,0.0
343,13/01/2019,M,0.0,297.0,,D,11.0,11.0,2.0,0.0
344,14/01/2019,F,0.0,92.0,,U,0.0,,0.0,0.0
345,14/01/2019,F,0.0,41.0,,1,0.0,,0.0,0.0
346,14/01/2019,M,2.0,268.0,,D,12.0,8.0,2.0,0.0
347,14/01/2019,M,0.0,186.0,,D,2.0,1.0,0.0,0.0
348,14/01/2019,M,0.0,52.0,0.0,0,0.0,,0.0,0.0
349,15/01/2019,M,0.0,,,,0.0,,0.0,0.0
350,16/01/2019,M,1.0,53.0,,D,3.0,10.0,0.0,0.0
351,16/01/2019,F,0.0,6.0,,0,0.0,,0.0,0.0
352,27/03/2019,F,0.0,108.0,,U,0.0,,0.0,0.0
353,27/03/2019,F,0.0,42.0,,U,0.0,,0.0,0.0
354,27/03/2019,M,0.0,69.0,,D,1.0,14.0,0.0,0.0
355,08/03/2019,M,0.0,175.0,,3,2.0,32.0,0.0,0.0
356,08/03/2019,M,0.0,36.0,0.0,U,0.0,,0.0,0.0
357,09/03/2019,F,0.0,119.0,,1,8.0,35.0,0.0,0.0
358,09/03/2019,M,0.0,204.0,,U,2.0,34.0,0.0,0.0
359,25/07/2019,M,0.0,117.0,1044.0,U,0.0,,0.0,0.0
360,25/04/2017,F,0.0,158.0,,D,2.0,13.0,0.0,0.0
361,08/06/2017,M,1.0,53.0,,U,0.0,,0.0,0.0
362,16/06/2017,M,0.0,60.0,,U,2.0,27.0,0.0,0.0
363,08/07/2017,M,0.0,152.0,,U,1.0,54.0,0.0,0.0
364,12/07/2017,F,0.0,325.0,,U,0.0,,0.0,0.0
365,12/07/2017,F,0.0,56.0,,1,2.0,29.0,0.0,0.0
366,15/07/2017,M,0.0,133.0,,2,0.0,,0.0,0.0
367,15/07/2017,M,1.0,166.0,,,4.0,39.0,0.0,0.0
368,22/02/2018,M,1.0,82.0,,U,0.0,,1.0,0.0
369,04/03/2018,M,5.0,42.0,,U,0.0,,0.0,0.0
370,24/07/2018,M,0.0,105.0,,D,0.0,,1.0,0.0
371,24/07/2018,M,0.0,196.0,,U,3.0,39.0,0.0,0.0
